7,G,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,H,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,
7,I,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
7,J,,,1,,,3,,,,,,,,,,,,,2,,,1,,,,,,,
8,J,,,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,
8,I,,,5,1,,,1,,,,,2,,,,,,,,,,,,,,,,,
8,H,,,,,,1,4,,2,,,,,,,,,,,,,,,,,,,,
8,G,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
8,F,,,2,1,,3,,,1,,,,,,,,,,,,,,,,,,,,
8,E,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,
8,D,,,2,,4,2,,1,,,,,,,,,,,,,,,,,,,,,
8,C,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
8,B,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,
8,A,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
9,C,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,
9,D,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,
9,E,,,,3,,2,2,,1,,,,,,,,,,,,,,,,,,,,
9,F,,,3,2,,,,,1,,,,,,,,,,,,,,,,,,,,
9,G,,,4,3,,,,,1,,,,,,,,,,,,,,,,,,,,
9,H,,,,,,1,2,,,,,,1,,,,,,1,,,,,,,,,,
9,I,,,,,2,4,,,,,,,1,,,,,,,,,,,,,,,,
9,J,,,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,
10,J,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
10,H,,,2,,,1,,,2,,,,2,,,,,,,,,,,,,,,,
10,G,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,
10,E,,,4,,3,,1,1,,,,,,,,,,,,,,,,,,,,,
10,D,,,,3,3,,,,,,,,,,,,,,2,,,,,,,,,,
10,C,,,,,3,1,,,1,,,,,,,,,,,,,,,,,,,,
10,B,,,4,,,2,,2,,,,,,,,,,,1,,,,,,,,,,
10,A,,,2,3,,2,,,,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,,
,,,,217,94,42,112,67,10,31,0,0,4,25,0,5,0,0,0,8,0,0,1,0,0,0,0,0,1,
Mean,,,,21.7,9.4,4.2,11.2,6.7,1,3.1,0,0,0.4,2.5,0,0.5,0,0,0,0.8,0,0,0.1,0,0,0,0,0,0.1,61.7
Rel. Cov.,,,,35.17017828,15.2350081,6.80713128,18.15235008,10.85899514,1.620745543,5.024311183,0,0,0.648298217,4.051863857,0,0.810372771,0,0,0,1.296596434,0,0,0.162074554,0,0,0,0,0,0.162074554,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,S - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,,,
1,E,Y,Y,1,,,,,1,,,,,1,,,,,,,,,,,,,,,1,
1,F,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,
1,H,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,
1,I,Y,N,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,
1,J,Y,N,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,
2,J,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,
2,F,Y,N,1,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,
2,E,Y,Y,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,
2,C,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,
3,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
3,F,Y,Y,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
3,G,Y,Y,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,
3,H,Y,N,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,
3,I,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,
4,J,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,
4,G,Y,Y,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,1,
4,F,Y,Y,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
4,E,Y,N,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
4,C,Y,Y,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,
4,B,Y,Y,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,
4,A,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,
5,C,Y,N,1,1,,1,1,,1,,,,1,,,,,,,,,,,,,,,,
5,D,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
5,F,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,G,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,
5,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5,I,Y,Y,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,
5,J,Y,Y,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,1,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,
6,F,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,,,1,1,,1,,,,1,,,,,,1,,,,,,,,,,
6,C,Y,Y,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,
6,B,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,1,
7,A,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
7,B,Y,N,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,Y,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,
7,G,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,
7,H,Y,N,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
7,I,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,Y,1,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,
8,J,Y,N,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,
8,I,Y,N,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
8,H,Y,N,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,
8,G,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,
8,F,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,
8,D,Y,N,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,C,Y,Y,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
8,B,Y,Y,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,
9,A,Y,N,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,
9,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,1,1,1,1,,,,,1,,,,,,,1,,,,,,,,,1,
9,E,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9,G,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,,,,1,1,,,,,1,1,,,,,,1,,,,,,,,,,
9,I,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
9,J,Y,N,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
10,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,
10,H,Y,N,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,
10,G,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,
10,E,Y,Y,1,,1,,1,1,,,,,1,,,,,,1,,,,,,,,,,
10,D,Y,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,
10,C,Y,N,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,,1,,1,,,,,,,,,,,1,,,,,,,,,1,
10,A,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
,,% freq.,,84,47,16,69,43,14,31,1,0,11,19,4,3,0,0,0,16,0,0,2,0,0,0,0,0,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
