5,E,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,
5,F,,,5,,,3,,,,,,,1,,,,,,,,,,,,,,,,
5,G,,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,
5,H,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,3,2,,,,,,,,,2,,,,,,,,,,,,,,,,
5,J,,,2,,3,1,,,,,,,3,,,,,,,,,,,,,,,,
6,A,,,4,,,2,,,,,,1,,,,,,,,,,,,,,,,,
6,B,,,,,3,1,,,,,,1,,,,,,,,,,,,,,,,,
6,C,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,
6,D,,,3,4,,2,1,,1,,,,,,,,,,,,,,,,,,,,
6,E,,,3,7,,3,,,,,,,,,,,,,,,,,,,,,,,
6,F,,,2,5,,4,,,,,,,,,,,,,,,,,,,,,,,
6,G,,,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,
6,H,,,2,2,3,4,,,,,,,2,,,,,,,,,,,,,,,,
6,I,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,1,
6,J,,,2,,1,2,1,,,,,,1,,,,,,,,,,,,,,,,
7,J,,,3,,4,1,,,,,,,1,,,,,,,,,,,,,,,,
7,I,,,,,4,2,,,,,,,3,,,,,,,,,,,,,,,,
7,H,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,
7,G,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,
7,F,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,
7,E,,,4,,,1,,1,,,,,,,,,,,,,,,,,,,,,
7,D,,,7,,,1,2,,,,,,,,,,,,,,,,,,,,,,
7,C,,,,1,3,,,,,,,,,,,,,,4,,,,,,,,,,
7,B,,,,,5,2,2,,,,,,2,,,,,,,,,,,,,,,,
7,A,,,,,6,1,2,,,,,,,,,,,,,,,,,,,,,,
8,A,,,4,,,,3,2,,,,,,,,,,,,,,,,,,,,,
8,B,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,
8,C,,,5,3,,4,,,,,,2,,,,,,,,,,,,,,,,,
8,D,,,4,1,,6,,,,,,,,,,,,,,,,,,,,,,,
8,E,,,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,
8,F,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
8,G,,,3,,,3,,,1,,,,,,,,,,,,,,,,,,,,
8,H,,,2,,2,2,1,,,,,,1,,,,,,,,,,,,,,,,
8,I,,,3,1,,1,,,,,,,5,,,,,,,,,,,,,,,,
8,J,,,5,,2,,,,,,,,2,,,,,,,,,,,,,,,,
9,J,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,
9,H,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,G,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
9,F,,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,
9,E,,,1,3,,2,,,,,,,1,,,,,,,,,,,,,,,,
9,D,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,,,3,1,,2,,,1,,,,,,,,,,,,,,,,,,,,
9,B,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,1,,1,3,2,,1,,,,2,,,,,,,,,,,,,,,,
10,A,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,
10,B,,,,,3,1,,2,,,,,,,,,,,1,,,,,,,,,,
10,C,,,2,3,,2,,1,,,,2,,,,,,,,,,,,,,,,,
10,D,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,
10,E,,,2,,4,,,,,,,,3,,,,,,,,,,,,,,,,
10,F,,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,3,5,,,1,,,,,,,,,,,,,,,,,,,,,,
10,H,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,
10,I,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,
10,J,,,,6,,1,,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,,,
,,,,247,82,136,164,40,9,18,0,0,9,73,1,1,1,0,0,13,0,0,0,0,0,0,0,5,1,
Mean,,,,24.7,8.2,13.6,16.4,4,0.9,1.8,0,0,0.9,7.3,0.1,0.1,0.1,0,0,1.3,0,0,0,0,0,0,0,0.5,0.1,80
Rel. Cov.,,,,30.875,10.25,17,20.5,5,1.125,2.25,0,0,1.125,9.125,0.125,0.125,0.125,0,0,1.625,0,0,0,0,0,0,0,0.625,0.125,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,S - MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1,B,Y,N,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,1,
1,C,Y,N,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,
1,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,
1,F,Y,N,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,
1,G,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
1,H,Y,N,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,
1,I,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
1,J,Y,N,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,
2,J,Y,N,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,
2,H,Y,N,1,,,1,1,,1,,,,1,,,,,,1,,,1,,,,,,,
2,G,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,,,1,,,,,,,1,,,,,,,,,,,,,,,1,
2,E,Y,N,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,
2,C,Y,N,1,,1,1,1,,,,,,1,,,,,,1,,,,,,,,,,
2,B,Y,N,1,,,1,1,,,,,,1,,1,,,,,,,,,,,,,1,
2,A,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,
3,B,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,
3,C,Y,N,1,,1,,1,,1,,,,1,1,,,,,,,,,,,,,,1,
3,D,Y,Y,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,1,
3,E,Y,Y,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,
3,F,Y,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,
3,G,Y,N,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
3,H,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,
3,I,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
3,J,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
4,J,Y,Y,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
4,H,Y,N,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,
4,G,Y,N,1,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,
4,F,Y,N,,,1,1,,1,,,,,1,,,,,,1,,,,,,,,,,
4,E,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,
4,D,Y,N,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,1,
4,B,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,
4,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,
5,A,Y,N,1,1,,1,,,,,,1, ,,,,,,,,,,,,,,,,
5,B,Y,N,1,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,
5,C,Y,N,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
5,D,Y,N,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,
5,F,Y,N,1,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,
5,G,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,
5,I,Y,N,1,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,
5,J,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,
6,B,Y,Y,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,
6,C,Y,Y,,,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,
6,D,Y,N,1,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,
6,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,F,Y,N,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,
6,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,
6,H,Y,N,1,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,1,
6,I,Y,N,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,1,
6,J,Y,N,1,,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,
7,J,Y,N,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,
7,I,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,
7,H,Y,N,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,1,
7,G,Y,N,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,
7,F,Y,N,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1, ,,1,,1,1,,,1,,,,,,,,,,,,,,,,1,
7,D,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
7,B,Y,Y,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,
7,A,Y,N,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
8,A,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,
8,C,Y,N,1,1, ,1,,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
8,E,Y,N,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,
8,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,
8,H,Y,N,1,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,
8,I,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
8,J,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
9,J,Y,N,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,1,
9,I,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
9,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,
9,E,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
9,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,
9,B,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,
9,A,Y,Y,1,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,
10,A,Y,Y,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,
10,B,Y,N,,,1,1,,1,,,,,1,,,,,,1,,,,,,,,,,
10,C,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,1,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,
10,E,Y,N,1,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,
10,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
10,J,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,78,41,46,89,27,21,22,0,0,15,50,4,2,0,0,0,20,0,0,3,0,0,0,1,0,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
