5,B,,,,3,,1,,,1,,,,2,,,,,,,,,,,,,,,,,
5,C,,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,
5,D,,,5,,,2,,,1,,,,,,2,,,,,,,,,,,,,,,
5,E,,,7,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
5,F,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
5,G,,,5,2,,1,,,,,,3,,,,,,,,,,,,,,,,,,
5,H,,,,3,,1,4,,,,,1,,,,,,,,,,,,,,,,,,
5,I,,,,,,3,3,,2,,,,,,,,,,,,,,,,,,,,,
5,J,,,2,4,,1,,,,,,,1,,,,,,,,,,,,,,,,,
6,A,,,1,1,,3,,,,,,,2,,,,,,,,,,,,,,,,,
6,B,,,,2,,2,,,,,,,3,,,,,,,,,,,,,,,,,
6,C,,,2,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,
6,D,,,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,
6,E,,,4,2,,,,,,,,,,,3,,,,,,,,,,,,,,,
6,F,,,3,,,5,,,4,,,1,,,,,,,,,,,,,,,,,,
6,G,,,,3,,,1,,2,,,,,,,,,,,,,,,,,,,,,
6,H,,,,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,
6,I,,,4,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,
6,J,,,,3,2,,,,,,,,,,,,,,1,,,,,,,,,,,
7,J,,,2,8,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,5,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,
7,H,,,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7,G,,,1,2,,,,,3,,,,,,,,,,,,,,,,,,,,,
7,F,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,
7,E,,,2,3,1,,,,2,,,,,,,,,,,,,,,,,,,,,
7,D,,,8,1,,,,,3,,,,,,,,,,,,,,,,,,,,,
7,C,,,1,,5,2,1,,,,,,,,,,,,,,,,,,,1,,,,
7,B,,,4,2,,1,3,,,,,,,,,,,,1,,,,,,,,,,,
7,A,,,5,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,
8,A,,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,
8,B,,,,4,,2,,1,2,,,,,,,,,,,,,,,,,,,,,
8,C,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,
8,D,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,
8,E,,,4,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,
8,F,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
8,G,,,,1,5,2,,1,,,,,,,,,,,,,,,,,,,,,,
8,H,,,1,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,
8,I,,,,,2,1,3,,,,,,4,,2,,,,,,,,,,,,,,,
8,J,,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,
9,J,,,1,,,2,3,,2,,,,,,1,,,,,,,,,,,,,,,
9,I,,,4,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,H,,,4,2,,4,,,,,,1,,,,,,,,,,,,,,,,,,
9,G,,,,1,5,2,,,,,,3,,,,,,,,,,,,,,,,,,
9,F,,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,E,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,
9,D,,,,,,4,,,2,,,1,,,,,,,,,,,,,,,,,,
9,C,,,,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,
9,B,,,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,,3,,2,,,,1,,2,,,,,,,,,,,,,,,,,,
10,A,,,,3,,4,2,,1,,,,,,,,,,,,,,,,,,,,,
10,B,,,1,,,3,,,1,,,,,,,,,,2,,,,,,,,,,,
10,C,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,,5,,3,,,1,,,,,,,,,,,,,,,,,,,,,
10,E,,,4,,,4,2,,,,,,,,,,,,,,,,,,,,,,,
10,F,,,8,,, ,,,,,,2,,,,,,,,,,,,,,,,,,
10,G,,,6,,,3,1,,,,,2,,,,,,,,,,,,,,,,,,
10,H,,,4,,,3,,,,,,4,,,,,,,,,,,,,,,,,,
10,I,,,2,,,4,,,1,,,3,,,,,,,,,,,,,,,,,,
10,J,,,3,,,1,2,,,,0,,,,,0,0,0,,0,0,0,0,0,0,,0,,0,
,,,,230,143,32,196,76,6,50,1,0,27,13,1,19,0,0,0,8,0,0,0,0,0,0,6,0,1,0,
% cover,,,,23.0,20.9,24.0,19.6,7.6,0.6,5.0,0.1,0.0,2.7,1.3,0.1,1.9,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,108.30
Rel. Cov.,,,,21.23730379,19.29824561,22.16066482,18.09787627,7.01754386,0.55401662,4.616805171,0.092336103,0,2.493074792,1.200369344,0.092336103,1.754385965,0,0,0,0.738688827,0,0,0,0,0,0,0.55401662,0,0.092336103,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,N,1,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,
1,B,Y,N,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
1,D,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
1,E,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,
1,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,
1,I,Y,N,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,
2,J,Y,N,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2,H,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,
2,G,Y,N,1,1,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,
2,F,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
2,D,Y,N,1,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,
2,C,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
2,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,N,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
3,C,Y,N,1,1,,11,,,,1,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,
3,I,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
4,J,Y,Y,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
4,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
4,A,Y,N,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,
5,A,Y,N,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,
5,B,Y,N,,1,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
5,C,Y,N,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,
5,D,Y,N,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
5,E,Y,N,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,
5,F,Y,N,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,G,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,H,Y,N,,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
5,I,Y,N,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,
5,J,Y,N,1,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,
6,B,Y,N,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,
6,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,
6,F,Y,N,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
6,G,Y,N,,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,
6,H,Y,N,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
7,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,
7,B,Y,N,1,1,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,
7,A,Y,N,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
8,A,Y,N,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,,1,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,
8,C,Y,N,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
8,E,Y,N,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
8,F,Y,N,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,
8,G,Y,Y,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,
8,H,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
8,I,Y,N,,,1,1,1,,1,,,1,1,,1,,,,,,,,,,,,,,,
8,J,Y,N,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,
9,J,Y,N,1,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,G,Y,Y,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
9,D,Y,N,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,A,Y,N,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,1,,,,
10,B,Y,N,1,,,1,1,,1,,,,,,,,,,1,,,,,,,1,,,,
10,C,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
10,D,Y,N,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,
10,E,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,
10,J,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,69,63,14,95,39,28,33,3,1,24,15,0,13,1,0,0,11,0,0,0,0,1,0,7,0,6,0,
