5,D,,,3,,,2,1,,2,,,,1,,,,,,,,,,,,,,,,
5,E,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,
5,F,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,
5,G,,,,,1,3,2,,,,,,,,,,,,1,,,,,,,,,,
5,H,,,,,,3,2,,,,,,,,2,,,,,,,,,,,,,,
5,I,,,1,,,2,,,,,,3,,,,,,,,,,,,,,,,,
5,J,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
6,J,,,3,6,,2,,,,,,,,,,,,,,,,,,,,,,,
6,I,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,H,,,5,,,2,3,,,,,,,,,,,,,,,,,,,,,,
6,G,,,3,,,2,3,,2,,,,,,,,,,,,,,,,,,,,
6,F,,,6,2,,4,,1,,,,,,,,,,,,,,,,,,,,,
6,E,,,3,4,,1,1,,1,,,,,,,,,,,,,,,,,,,,
6,D,,,,,5,3,,,4,,,,,,,,,,,,,,,,,,,,
6,C,,,,2,3,,1,,,,,,,,,,,,2,,,,,,,,,,
6,B,,,3,6,,,2,,,,,,,,,,,,,,,,,,,,,,
6,A,,,4,1,3,1,2,,,,,,,,,,,,,,,,,,,,,2,
7,A,,,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,
7,B,,,4,2,,,,,1,,,,,,,,,,,,,,,,,,,,
7,C,,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,
7,D,,,1,,,4,,,,,,,,,,,,,,,,,,1,,,,,
7,E,,,5,3,,,,,1,,,,,,,,,,,,,,,,,,,,
7,F,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,
7,G,,,,2,,5,,,,,,,1,,,,,,,,,,,,,,,,
7,H,,,2,2,,3,,1,,,,,,,,,,,,,,,,,,,,,
7,I,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,
7,J,,,4,4,,1,,,,,,,,,,,,,,,,,,,,,,,
8,J,,,2,,,4,,,,,,,,,1,,,,,,,,,,,,,,
8,I,,,,,,3,5,,2,,,,,,1,,,,,,,,,,,,,,
8,H,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,
8,G,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,
8,F,,,6,,,3,,1,,,,,,,,,,,,,,,,,,,,,
8,E,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,
8,D,,,,5,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,C,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,
8,B,,,,3,,2,,,,1,,,,,,,,,,,,,,,,,,,
8,A,,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,
9,B,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,
9,C,,,,5,,,2,,1,,,,,,,,,,,,,,,,,,,,
9,D,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,
9,E,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
9,F,,,3,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,
9,G,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,
9,H,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
9,J,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,
10,J,,,,2,,3,1,,,,,1,,,,,,,,,,,,,,,,,
10,I,,,5,,,1,,,,,,2,,,,,,,,,,,,,,,,,
10,H,,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,
10,F,,,1,,,3,2,,2,,,,,,,,,,,,,,,,,,,,
10,E,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,6,,2,,1,,,,,1,,,,,,,,,,,,,,,,,
10,C,,,3,1,,1,2,,,,,,,,,,,,,,,,,,,,,,
10,B,,,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,
10,A,,,3,4,,1,,,,,0,,,0,,0,0,0,,0,0,0,0,,0,,0,,
,,,,210,192,77,194,55,4,35,1,0,13,10,0,5,0,0,0,5,0,0,0,0,1,0,3,0,2,
Mean,,,,21,19.2,7.7,19.4,5.5,0.4,3.5,0.1,0,1.3,1,0,0.5,0,0,0,0.5,0,0,0,0,0.1,0,0.3,0,0.2,80.7
Rel. Cov.,,,,26.02230483,23.79182156,9.541511772,24.03965304,6.815365551,0.495662949,4.337050805,0.123915737,0,1.610904585,1.239157373,0,0.619578686,0,0,0,0.619578686,0,0,0,0,0.123915737,0,0.371747212,0,0.247831475,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,Y,N,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,
1,B,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
1,E,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,
1,G,Y,N,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
1,H,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
1,I,Y,N,,1,,1,,,1,1,,1,,,,,,,,,,,,,,,,,
1,J,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
2,J,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,
2,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,
2,D,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
2,C,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,
3,B,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,
3,D,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
3,E,Y,Y,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,
3,G,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,J,Y,N,1, ,,1,,,1,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
4,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,
4,F,Y,Y,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
4,E,Y,Y,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
4,D,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,
5,C,Y,N,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,
5,D,Y,N,1,,,1,1,,1,,,,1,,,,,,,,,,,,,,,1,
5,E,Y,N,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
5,F,Y,N,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
5,G,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,
5,I,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,J,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,1,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,
6,F,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,
6,E,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
6,B,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,
6,A,Y,N,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,
7,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,,1,1,1,,,,1,,,,,,,,,,,,1,,,,,
7,E,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,
7,H,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,
8,I,Y,N,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,
8,H,Y,N,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
8,G,Y,N,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,
8,F,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,
8,D,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,
8,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,
9,G,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,
9,H,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
9,J,Y,N,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
10,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
10,F,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,1,
10,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,
10,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,68,70,20,95,35,17,30,3,0,23,7,0,6,0,0,0,10,0,0,1,0,1,0,1,0,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
