3,A,,,,,5,,2,,,,,,,,1,,,,,,,,,,,,,,,
3,B,,,4,1,,1,,,2,,,,2,,,,,,,,,,,,,,,,,
3,C,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,
3,D,,,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
3,E,,,,1,1,4,,,,,,,2,,,,,,,,,,,,,,,,,
3,F,,,4,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,
3,G,,,5,2,,3,2,,,,,,1,,,,,,,,,,,,,,,,,
3,H,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,5,,,1,,,,,,2,,,,,,,,,,,,,,,,,,
3,J,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,
4,J,,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,8,,,,,,1,,1,,,,,,,,,,,,,,,,,,
4,H,,,6,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
4,G,,,4,,2,3,,1,,,,,1,,,,,,,,,,,,,,,,,
4,F,,,3,,3,2,,,,,,,3,,,,,,,,,,,,,,,,,
4,E,,,,,4,,1,,,,,,3,,,,,,,,,,,,,,,,,
4,D,,,,2,3,1,,,,,,,4,,,,,,,,,,,,,,,,,
4,C,,,2,1,,2,4,,2,,,,,,,,,,,,,,,,,,,,,
4,B,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,
4,A,,,3,,,4,2,,,,,,,,1,,,,,,,,,,,,,,,
5,A,,,4,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,
5,B,,,3,4,,,2,,1,,,,,,,,,,,,,,,,,,,,,
5,C,,,4,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
5,D,,,6,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,
5,E,,,,,3,,4,,,,,,1,,,,,,,,,,,,,,,,,
5,F,,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,,
5,G,,,6,,,,,,,,,,1,,,,,,2,,,,,,,,,,,
5,H,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5,J,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,1,,
6,A,,,2,,3,,,,,,,,5,,,,,,,,,,,,,,,,,
6,B,,,5,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,
6,C,,,2,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,
6,D,,,7,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
6,E,,,3,,,2,,,2,,,,3,,,,,,,,,,,,,,,,,
6,F,,,,,6,,,,,,,,4,,,,,,2,,,,,,,,,,,
6,G,,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,H,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,1,,
6,I,,,2,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,J,,,5,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
7,J,,,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,3,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,
7,H,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,
7,G,,,4,,2,3,,,,,,,2,,,,,,,,,,,,,,,,,
7,F,,,,,3,4,,,,,,,1,,,,,,,,,,,,,,,,,
7,E,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,
7,D,,,6,,,2,,,1,,,,,,2,,,,,,,,,,,,,,,
7,C,,,3,,,,2,,,,,1,,,,,,,,,,,,,,,,,,
7,B,,,4,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,A,,,5,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,
8,A,,,,5,,1,2,,1,,,,,,,,,,,,,,,,,,,,,
8,B,,,1,,,,8,,,,,,,,,,,,2,,,,,,,,,,,
8,C,,,4,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,D,,,6,1,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,E,,,,,1,5,,,3,,,,,,1,,,,,,,,,,,,,,,
8,F,,,,2,4,,,,2,,,,3,,,,,,1,,,,,,,,,,,
8,G,,,,,2,4,,,1,,,,,,,,,,,,,,,,,,,,,
8,H,,,2,6,,,,,1,,,,,,,,,,,,,,,,,,,,,
8,I,,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,J,,,3,,,4,,,,1,,,2,,,,,,,,,,,,,,,,,
9,J,,,6,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
9,I,,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,
9,H,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
9,G,,,,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,
9,F,,,,,6,,,,,,,,,,,,,,4,,,,,,,,,,,
9,E,,,,,7,,,,,,,,1,,,,,,2,,,,,,,,,,,
9,D,,,5,,,4,,,1,,,,,,,,,,,,,,,,,,,,,
9,C,,,,,,5,6,,,,,,,,,,,,1,,,,,,,,,,,
9,B,,,4,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,,,5,2,,,1,,,,,,,,,,,,,,,,,,,,,
10,A,,,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,
10,B,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,,,,
10,C,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,,,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,
10,F,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,,3,4,,,,1,,,,,,,,,,1,,,,,,,,,,,
10,H,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,
10,J,,,4,,,3,,,3,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,,0,
,,,,286,102,119,186,82,8,44,3,0,7,54,5,5,0,0,0,25,0,0,1,0,0,0,0,0,5,0,
% cover,,,,28.6,20.9,24.0,18.6,8.2,0.8,4.4,0.3,0.0,0.7,5.4,0.5,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,116.00
Rel. Cov.,,,,24.65517241,18.01724138,20.68965517,16.03448276,7.068965517,0.689655172,3.793103448,0.25862069,0,0.603448276,4.655172414,0.431034483,0.431034483,0,0,0,2.155172414,0,0,0.086206897,0,0,0,0,0,0.431034483,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,Y,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,
1,B,Y,N,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,
1,C,Y,N,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,
1,E,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
1,G,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,
1,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,I,Y,N,1,1,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
1,J,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2,J,Y,Y,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
2,I,Y,Y,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,
2,E,Y,N,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,D,Y,N,,,,1,,,,,,,1,,,,,,1,,,,,,,,,1,,
2,C,Y,N,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,1,,
2,B,Y,N,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
2,A,Y,N,1,,1,1,,,,,,,1,1,,,,,1,,,1,,,,,,1,,
3,A,Y,N,,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,
3,B,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,
3,D,Y,N,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
3,F,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
3,G,Y,N,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
3,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,
4,H,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,
4,G,Y,N,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,
4,F,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
4,E,Y,N,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,
4,D,Y,N,,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,1,,
4,C,Y,N,1,1,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
4,B,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
5,A,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
5,C,Y,N,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
5,D,Y,N,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,
5,E,Y,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,F,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
5,G,Y,N,1,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,
5,H,Y,N,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,
5,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
6,A,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,
6,B,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,1,,
6,F,N,N,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,
6,G,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,
6,I,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,1,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,
7,I,Y,N,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
7,H,Y,N,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,
7,F,Y,N,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,
7,E,Y,N,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,
7,C,Y,N,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,
8,C,Y,N,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,,,1,1,,,1,,,,,,1,,,,1,,,,,,,,,,,
8,F,Y,N,,1,1,,,,1,,,,1,,,,,,1,,,,,,,,,,,
8,G,Y,N,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,1,,
8,H,Y,N,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,
8,I,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,,,1,1,,,1,,1,,,,,,,,,,,,,,,
9,J,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,
9,G,Y,Y,,1,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,
9,F,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
9,E,Y,N,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
9,D,Y,N,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
9,C,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
9,A,Y,N,,1,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
10,A,Y,Y,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
10,B,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
10,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,
10,E,Y,Y,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
10,F,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
10,G,Y,N,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,,,,1,,1,,,,,,,,,,,1,,,,,,,1,,,,
10,I,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
10,J,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,74,50,32,84,43,19,33,7,0,5,37,2,7,0,0,0,24,0,0,3,0,0,0,1,1,15,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
