3,F,,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,
3,G,,,3,4,,,,,,,4,,,,,,,,,,,,,,,,,,,
3,H,,,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,J,,,5,,2,,,,,,,,1,,,,,,2,,,,,,,,,,,
4,J,,,,2,,4,,,,,,2,,,,,,,,,,,,,,,,,,
4,I,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
4,H,,,4,,,2,,,,,,3,,,,,,,,,,,,,,,,,,
4,G,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,F,,,2,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,
4,E,,,2,,,1,3,,,,,3,,,,,,,,,,,,,,,,,,
4,D,,,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,C,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,
4,B,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
4,A,,,3,4,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,A,,,2,2,,2,,,,,,1,,,,,,,,,,,,,,,,,,
5,B,,,6,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,C,,,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,
5,D,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
5,E,,,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,F,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
5,G,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
5,H,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5,J,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,J,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6,I,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,
6,H,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,G,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,
6,F,,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,
6,E,,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,
6,D,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,
6,C,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
6,B,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,A,,,3,,,4,,,,,,2,,,,,,,,,,,,,,,,,,
7,A,,,2,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,B,,,2,3,,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,C,,,,,3,1,2,,,,,,,,,,,,3,,,,,,,,,,,
7,D,,,,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,
7,E,,,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
7,F,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,
7,G,,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,H,,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,,,,4,,,,,,,5,,,,,,1,,,,,,,,,,,
7,J,,,,,2,1,,,,,,,3,,,,,,,,,,,,,,,,,
8,J,,,,,5,2,,,,,,,1,,2,,,,,,,,,,,,,,,
8,I,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
8,H,,,2,,,5,,,,,,1,,,,,,,,,,,,,,,,,,
8,G,,,,1,,4,,,,,,1,,,,,,,,,,,,,,,,,,
8,F,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,E,,,3,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
8,D,,,2,,1,3,,,,,,,,,,,,,1,,,,,,,,,,,
8,C,,,,,6,3,,,,,,,1,,,,,,,,,,,,,,,,,
8,B,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,
8,A,,,2,,,4,,,,,,1,,,,,,,,,,,,,,,,,,
9,A,,,2,,,,,,1,,,,3,,,,,,,,,,,,,,,,,
9,B,,,,1,,2,,,,,,,1,,,,,,2,,,,,,,,,,,
9,C,,,,3,,1,,,,,,,,,,,,,2,,,,,,,,,,,
9,D,,,,,3,2,,,,,,,,,,,,,3,,,,,,,,,,,
9,E,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,
9,F,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9,G,,,4,,,3,,,,,,,2,,,,,,,,,,,,,,,,,
9,H,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
9,J,,,1,2,,3,,,,,,,2,,,,,,,,,,,,,,,,,
10,J,,,2,,,5,,,,,,,1,,,,,,,,,,,,,,,,,
10,I,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
10,H,,,,2,,6,,2,,,,,,,,,,,,,,,,,,,,,,
10,G,,,,,,3,2,,,,,,1,,,,,,1,,,,,,,,,,,
10,F,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,
10,E,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,1,,
10,D,,,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,C,,,,2,,1,,,,,,,,,,,,,3,,,,,,,,,,,
10,B,,,,2,1,,,,,,,,4,,,,,,,,,,,,,,,,,
10,A,,,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,204,83,53,217,41,5,13,1,4,24,46,0,4,0,0,0,24,0,0,0,0,0,0,0,0,1,0,
% cover,,,,20.4,20.9,24.0,21.7,4.1,0.5,1.3,0.1,0.4,2.4,4.6,0.0,0.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,103.30
Rel. Cov.,,,,19.74830591,20.23233301,23.23330106,21.00677638,3.969022265,0.484027106,1.258470474,0.096805421,0.387221684,2.323330106,4.453049371,0,0.387221684,0,0,0,2.323330106,0,0,0,0,0,0,0,0,0.096805421,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,N,1,,1,1,,1,,,,1,1,,,,,,,,,,,,,,,,,
1,B,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
1,C,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
1,H,Y,N,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,
1,I,Y,N,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,
1,J,Y,N,1,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,
2,J,Y,N,1,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,
2,I,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,H,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,
2,C,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,
2,A,Y,N,,,1,1,,,1,,,1,1,,,,,,,,,,,,,,,,,
3,A,Y,N,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,
3,B,Y,N,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,,,,
3,C,Y,N,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,
3,D,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,1,1,,1,,,,,1,1,,,,,,,,,,,,,,,,1,,
3,H,Y,N,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
3,I,Y,N,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,1,1,1,1,,,,,1,,,,,,1,,,,,,,,,1,,
4,J,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
4,G,Y,N,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,
4,F,Y,N,,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,
4,E,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,1,,
4,B,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,
5,A,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,
5,C,Y,N,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,
5,D,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,E,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,F,Y,N,,1,1,1,,1,,,,1,1,,,,,,,,,,,,,,,,,
5,G,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
6,J,Y,N,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
6,H,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
6,G,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
6,F,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
6,B,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,B,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
7,C,Y,N,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,
7,D,Y,N,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,
7,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,
7,J,Y,N,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
8,J,Y,N,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,
8,I,Y,N,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
8,H,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
8,G,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
8,F,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,
8,C,Y,Y,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,
8,B,Y,Y,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,
8,A,Y,N,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
9,A,Y,N,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
9,B,Y,N,,1,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,
9,C,Y,N,,1,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,
9,D,Y,N,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,
9,E,Y,N,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
9,F,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
9,G,Y,N,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
9,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
9,J,Y,N,1,1,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,
10,J,Y,N,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
10,H,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,
10,F,Y,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,E,N,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,
10,D,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10,C,Y,Y,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
10,B,Y,N,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,
10,A,Y,N,1,1,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,
,,% freq.,,71,43,19,100,23,34,12,3,2,36,26,1,3,0,0,0,26,0,0,1,0,0,0,0,0,7,0,
