9,H,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,
9,J,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
10,J,,,3,3,,2,1,,,,,,,,,,,,,,,,,,,,,,
10,I,,,10,,,1,2,,,,,,,,,,,,,,,,,,,,,,
10,H,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,
10,F,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,1,2,,1,,,,,,1,,,,,,,,,,,,,,,2,,
10,C,,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,
10,B,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,
10,A,,,,1,5,3,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,,0,,0,
,,,,267,120,60,200,87,11,7,0,0,3,7,1,1,0,0,0,10,0,0,0,0,0,2,0,4,0,
Mean,,,,26.7,12,6,20,8.7,1.1,0.7,0,0,0.3,0.7,0.1,0.1,0,0,0,1,0,0,0,0,0,0.2,0,0.4,0,78
Rel. Cov.,,,,34.23076923,15.38461538,7.692307692,25.64102564,11.15384615,1.41025641,0.897435897,0,0,0.384615385,0.897435897,0.128205128,0.128205128,0,0,0,1.282051282,0,0,0,0,0,0.256410256,0,0.512820513,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,C - MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
1,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,
1,G,Y,N,1, ,,1,1,1,,,,,,,,,,,,,,,,,,,,1,
1,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,
1,I,Y,N,1,1,,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,
1,J,Y,Y,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,
2,J,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
2,I,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,
2,D,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,
3,B,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
3,D,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,F,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
4,D,Y,N,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,
4,A,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,
5,C,Y,N,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,
5,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
5,F,Y,N,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,,,
5,G,Y,Y,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,
5,H,Y,N,1,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,
5,I,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,
5,J,Y,N,1,1, ,1,1,1,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,
6,I,Y,N,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,
6,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
6,F,Y,Y,1,1,1,1,1,,,,,,1,,,,,,1,,,,,,,,,,
6,E,Y,N,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
6,D,Y,N,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,
7,A,Y,N,1,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,
7,B,Y,N,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,
7,C,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
7,E,Y,N,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,
7,F,Y,N,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,
7,G,Y,N,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,
7,H,Y,N,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,
7,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,
8,I,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,H,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,
8,F,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,
8,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
8,A,Y,N,,1,,1,1,1,,,,,,,,,,,1,,,,,,,,,,
9,A,Y,Y,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,
9,B,Y,Y,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,1,1,,1,,,,,,1,,,,,,,,,,,,,,1,,,
9,F,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,
9,G,Y,N,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,
9,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,
9,J,Y,N,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,
10,I,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,
10,G,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,
10,D,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
10,C,Y,N,1,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,
10,B,Y,Y,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
10,A,Y,Y,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,
,,% freq.,,78,56,19,96,52,24,10,3,2,12,9,1,6,0,0,0,17,0,0,2,0,0,0,4,0,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
