6,F,,,6,3,,4,3,,,,,,,,,,,,1,,,,,,,,,,,
6,E,,,,9,2,,1,,1,,,,,,,,,,,,,,,,,,,,,
6,D,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,
6,C,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,1,
6,B,,,,,9,,,,,,,,6,,,,,,,,,,,,,,,,,
6,A,,,,,10,,,,,,,,,,,,,,,,,,,,,,,6,,
7,A,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,2,,
7,C,,,6,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
7,D,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,4,
7,E,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
7,F,,,8,,4,1,2,,,,,,,,,,,,,,,,,,,,,2,1,
7,G,,,10,,2,,,,,,,,4,,,,,,,,,,,,,,,,,
7,H,,,7,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
7,I,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,1,
7,J,,,4,,,,3,,,,,,,,2,,,,,,,,,,,,,,2,
8,J,,,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,
8,I,,,,2,,10,,,,,,,,,,,,,,,,,,,,,,,,
8,H,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8,G,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2,,
8,F,,,,,8,,,,,,,,,,,,,,,,,,,,,,,3,,
8,E,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,,,,,,4,3,,3,,,,,,,,,,,,,,,,,,,,,
8,C,,,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,1,
8,B,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2,
8,A,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,3,
9,A,,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,
9,B,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
9,C,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,
9,D,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9,E,,,8,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
9,F,,,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,,
9,G,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,1,
9,H,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,2,,4,7,,,,,,,,,,,,,,,,,,,,,,,
9,J,,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,1,
10,J,,,1,7,,2,,,6,,,,,,,,,,,,,,,,,,,,,
10,I,,,,,,3,6,,4,,,,,,,,,,,,,,,,,,,,,
10,H,,,4,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,1,1,
10,F,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,4,
10,E,,,,,,,1,,6,,,,,,,,,,2,,,,,,,,,,1,
10,D,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,5,
10,B,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,
10,A,,,,,,1,2,,4,0,0,0,,,,0,0,0,,0,0,0,0,0,0,,0,,4,
,,,,196,227,293,76,108,4,61,0,0,0,30,1,12,0,0,0,3,0,0,0,0,0,0,5,0,53,88,
Mean,,,,19.6,22.7,29.3,7.6,10.8,0.4,6.1,0,0,0,3,0.1,1.2,0,0,0,0.3,0,0,0,0,0,0,0.5,0,5.3,8.8,115.7
Rel. Cov.,,,,16.94036301,19.61970614,25.32411409,6.568712187,9.334485739,0.345721694,5.272255834,0,0,0,2.592912705,0.086430424,1.037165082,0,0,0,0.259291271,0,0,0,0,0,0,0.432152118,0,4.580812446,7.605877269,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,N,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
1,B,N,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,
1,C,Y,N,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
1,D,N,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,
1,E,N,Y,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,
1,F,N,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
1,G,N,N,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,
1,H,N,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
1,I,N,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,J,N,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
2,J,N,N,,1,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,
2,I,N,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
2,H,N,N,1,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,,
2,G,N,N,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,
2,F,N,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,E,N,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,D,N,N,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
2,C,N,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,B,N,N,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,
2,A,N,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,A,N,N,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,
3,B,N,N,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,
3,C,N,N,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
3,D,N,N,1,1,1,,1,,,1,,,,,,,,,1,,,,,,,,,1,,
3,E,N,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,N,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
3,G,N,N,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,
3,H,N,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
3,I,N,N,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,
3,J,N,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
4,J,N,Y,,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,,
4,I,N,N,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
4,H,N,N,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,
4,G,N,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,F,N,N,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
4,E,N,N,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,
4,D,N,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,
4,C,N,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,B,N,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
4,A,N,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
5,A,N,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
5,B,N,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
5,C,N,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
5,D,N,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
5,E,N,N,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,
5,F,N,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
5,G,N,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
5,H,N,N,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
5,I,N,N,,1,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,
5,J,N,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,
6,J,N,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
6,I,N,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,H,N,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
6,G,N,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
6,F,N,N,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,
6,E,N,N,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
6,D,N,N,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
6,C,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,N,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
6,A,N,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
7,A,N,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
7,B,N,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
7,C,N,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
7,E,N,N,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,
7,F,N,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
7,G,N,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
7,H,N,N,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,
7,I,N,N,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
7,J,N,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,
8,J,N,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
8,I,N,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
8,H,N,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
8,G,N,Y,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
8,F,N,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
8,E,N,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,D,N,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,C,N,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,B,N,N,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,A,N,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
9,A,N,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,B,N,N,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,C,N,N,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,D,N,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,E,N,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
9,F,N,N,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,G,N,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
9,H,N,N,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,
9,I,N,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,J,N,N,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
10,J,N,N,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
10,I,N,N,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,
10,H,N,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
10,G,N,N,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,1,,
10,F,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,
10,E,N,N,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,
10,D,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,N,N,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
10,B,N,N,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,
10,A,N,N,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,38,56,55,30,39,21,27,4,0,4,11,3,7,0,0,0,12,0,0,0,0,1,0,1,0,52,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
