1,E,N,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
1,F,N,N,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,
1,G,N,N,1,,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,
1,H,N,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
1,I,N,N,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,
1,J,N,N,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
2,J,N,N,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
2,I,N,N,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
2,H,N,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
2,F,N,N,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
2,E,N,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,D,N,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
2,C,N,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,N,N,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
2,A,N,N,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
3,A,N,N,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
3,B,N,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,
3,C,N,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
3,D,N,N,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,
3,E,N,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
3,F,N,N,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,1,,
3,G,N,N,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,
3,H,N,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
3,I,N,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,,,1,1,,,,,,,1,,,,1,,,,,,,,,1,,
4,J,N,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
4,I,N,N,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,H,N,N,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
4,G,N,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
4,F,N,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
4,E,N,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,D,N,N,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,1,,
4,C,N,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,B,N,N,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,
4,A,N,N,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,
5,A,N,N,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,
5,B,N,N,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
5,C,N,N,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,D,N,N,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,
5,E,N,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,F,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,N,N,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
5,H,N,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
5,I,N,N,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
5,J,N,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
6,J,N,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
6,I,N,N,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
6,H,N,Y,,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,
6,G,N,N,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,
6,F,N,N,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
6,E,N,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,D,N,N,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
6,C,N,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,N,N,,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,
6,A,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,N,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7,B,N,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
7,C,N,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
7,D,N,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,E,N,N,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
7,F,N,N,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
7,G,N,N,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,
7,H,N,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
7,I,N,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
7,J,N,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
8,J,N,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,I,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,H,N,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
8,G,N,N,1,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,
8,F,N,N,,,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,
8,E,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
8,D,N,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
8,C,N,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,B,N,N,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8,A,N,N,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,A,N,N,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
9,B,N,N,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,1,,
9,C,N,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
9,D,N,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
9,E,N,N,1,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,
9,F,N,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,G,N,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,H,N,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,N,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
9,J,N,N,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,
10,J,N,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
10,I,N,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
10,H,N,N,1,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,
10,G,N,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10,F,N,N,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
10,E,N,N,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
10,D,N,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
10,C,N,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
10,B,N,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
10,A,N,N,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,37,35,60,28,36,22,20,1,0,11,10,1,6,0,0,0,14,0,0,1,0,0,0,5,0,32,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
