7,E,Y,N,,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,
7,F,Y,N,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,I,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
8,F,Y,N,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,1,,
8,A,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
9,A,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
9,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,G,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,,
9,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
10,C,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,66,47,44,20,23,6,11,1,0,17,8,0,12,0,0,0,4,0,0,1,0,0,0,0,0,17,0,
