9,G,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
9,H,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,4,
9,I,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,5,
9,J,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,7,
10,J,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,3,
10,I,,,2,,,1,1,,,,,2,,,,,,,,,,,,,,,,,5,
10,H,,,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,2,
10,G,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
10,F,,,,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,3,
10,E,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,D,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,4,
10,C,,,,4,,,5,,,,,,,,,,,,,,,,,,,,,,2,
10,B,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,A,,,,5,,,,,,0,0,,,0,,0,0,0,,0,0,0,0,0,0,0,0,,5,
,,,,115,166,203,35,62,2,18,0,0,9,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,395,
Mean,,,,11.5,16.6,20.3,3.5,6.2,0.2,1.8,0,0,0.9,0.2,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,39.5,101.6
Rel. Cov.,,,,11.31889764,16.33858268,19.98031496,3.44488189,6.102362205,0.196850394,1.771653543,0,0,0.885826772,0.196850394,0,0.295275591,0,0,0,0.196850394,0,0,0,0,0,0,0,0,0.393700787,38.87795276,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,,
1,A,Y,N,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,
1,B,Y,N,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
1,E,Y,N,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,
1,F,Y,N,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
1,H,Y,N,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
1,I,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,1,,
2,J,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,,,1,1,1,,1,,,1,,,,,,,,,,,,,,1,,,,
2,H,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,
2,C,Y,N,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
2,B,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
3,B,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
3,C,Y,N,1,,1,1,1,,,,,,,,1,,,,1,,,,,,,,,,,
3,D,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
3,E,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
3,F,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
3,I,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
4,G,Y,N,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
4,F,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
4,E,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
4,D,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,
4,A,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,A,Y,N,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,B,Y,N,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,D,Y,N,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
5,F,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
5,G,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
5,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,
6,F,Y,N,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,
6,E,Y,N,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,
6,D,Y,N,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,
6,C,Y,N,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
6,A,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
7,A,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
7,H,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
8,I,Y,N,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
8,H,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
8,F,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,B,Y,N,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
9,G,Y,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
9,H,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
9,J,Y,N,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,
10,J,Y,N,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,,
10,H,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
10,F,Y,N,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,
10,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,
10,C,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
10,A,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,50,59,58,41,52,18,22,1,0,18,10,0,5,0,0,0,5,0,0,0,0,0,0,1,0,19,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
