3,C,,,4,,6,2,,,,,,,,,,,,,,,,,,,,,,,1,
3,D,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,3,
3,F,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,1,
3,G,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,3,
3,H,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,4,,2,2,,,,,,,,,,,,,,,,,,,,,,4,
3,J,,,4,,,4,,,3,,,,,,,,,,,,,,,,,,,,,
4,J,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,2,
4,I,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,2,
4,H,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,,,3,,4,,,,6,,,,3,,,,,,,,,,,,,,,,,
4,E,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,4,
4,D,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,3,
4,C,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,4,
4,B,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,5,
4,A,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,3,
5,A,,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,1,
5,B,,,,,5,3,,,2,,,,,,,,,,,,,,,,,,,,3,
5,C,,,5,,,4,2,,,,,,,,2,,,,,,,,,,,,,,,
5,D,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,5,
5,E,,,,,9,,,,,,,,4,,,,,,,,,,,,,,,,,
5,F,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,
5,G,,,2,,6,,,,,,,,3,,3,,,,,,,,,,,,,,,
5,H,,,7,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,
5,I,,,4,6,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,J,,,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,,
6,J,,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,4,
6,I,,,2,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
6,H,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,G,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,2,
6,F,,,,,10,,,,,,,,6,,,,,,,,,,,,,,,,,
6,E,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,
6,D,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,3,
6,C,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,3,
6,B,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,
6,A,,,,,7,1,,,,,,,4,,,,,,,,,,,,,,,,,
7,A,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,
7,B,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,
7,C,,,,5,,3,2,,,,,,,,,,,,,,,,,,,,,,,
7,D,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,5,
7,E,,,4,,4,,,,,,,,,,3,,,,,,,,,,,,,,,
7,F,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
7,G,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,2,
7,H,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,5,
7,I,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,6,
7,J,,,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,
8,J,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
8,I,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,4,
8,H,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2,
8,G,,,,,3,,3,,,,,,2,,,,,,,,,,,,,,,,,
8,F,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
8,E,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,
8,D,,,4,3,,3,,,,,,,,,,,,,,,,,,,,,,,2,
8,C,,,,8,,2,1,,,,,,,,,,,,,,,,,,,,,,,
8,B,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,3,
8,A,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,5,
9,A,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
9,B,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,C,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
9,D,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,3,
9,E,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,
9,F,,,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,
9,G,,,,,5,2,,,,,,,,,,,,,,,,,,,,1,,2,1,
9,H,,,4,3,,3,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,
9,J,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,J,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
10,I,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
10,H,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,2,
10,G,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,1,5,
10,F,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,,
10,E,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
10,C,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,5,
10,B,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,,,,,9,,,,,,0,0,4,,,0,0,0,,0,0,0,0,0,0,,0,,,
,,,,191,163,296,94,60,1,23,1,0,0,45,1,8,0,0,0,8,0,0,0,0,0,0,1,0,3,172,
Mean,,,,19.1,16.3,29.6,9.4,6,0.1,2.3,0.1,0,0,4.5,0.1,0.8,0,0,0,0.8,0,0,0,0,0,0,0.1,0,0.3,17.2,106.7
Rel. Cov.,,,,17.90065604,15.2764761,27.74133083,8.809746954,5.623242737,0.093720712,2.155576382,0.093720712,0,0,4.217432052,0.093720712,0.749765698,0,0,0,0.749765698,0,0,0,0,0,0,0.093720712,0,0.281162137,16.11996251,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,Y,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
1,B,Y,Y,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,1,,
1,C,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
1,F,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
1,H,Y,N,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1,I,Y,N,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
1,J,Y,N,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
2,J,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,
2,E,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,D,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,C,Y,N,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,,
2,B,Y,N,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,
2,A,Y,N,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,
3,A,Y,N,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,
3,B,Y,N,1,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,F,Y,N,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
3,G,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
3,H,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
4,I,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,
4,H,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,
4,F,Y,N,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,
4,E,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
5,A,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,
5,D,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,
5,F,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
5,G,Y,Y,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,
5,H,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,I,Y,N,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,
6,J,Y,N,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
6,F,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
6,E,Y,N,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
7,A,Y,N,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
7,C,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,
7,F,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
7,H,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
8,J,Y,N,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
8,I,Y,N,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,H,Y,N,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,
8,F,Y,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,1,,,,1,,,,,,1,,,,,,,,,,,,,1,,
9,B,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,
9,E,Y,N,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9,F,Y,Y,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,
9,G,Y,Y,,1,1,1,,,,,,,,,,,,,1,,,,,,,1,,1,,
9,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
9,J,Y,N,1,1,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,
10,J,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
10,I,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
10,G,Y,Y,,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,
10,F,Y,Y,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,
10,E,Y,Y,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
10,C,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,Y,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,A,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
,,% freq.,,46,42,40,35,23,14,31,9,0,2,22,4,5,0,0,0,7,0,0,0,0,0,0,1,0,19,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
