8,J,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,6,
8,I,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,
8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
8,G,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,
8,F,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,1,8,
8,E,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,6,
8,D,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
8,C,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,9,
8,B,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
8,A,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
9,A,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
9,B,,,,,10,,,,,,,,1,,2,,,,,,,,,,,,,,,
9,C,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
9,D,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,
9,E,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
9,F,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
9,G,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
9,H,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,
9,I,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
9,J,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,
10,J,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,
10,I,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,1,
10,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
10,G,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
10,F,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,
10,E,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
10,D,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
10,C,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
10,B,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,3,
10,A,,,,3,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,7,
,,,,85,109,131,13,35,1,16,1,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,612,
Mean,,,,8.5,10.9,13.1,1.3,3.5,0.1,1.6,0.1,0,0.3,0.3,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,61.2,101.7
Rel. Cov.,,,,8.357915438,10.71779744,12.88102262,1.27826942,3.441494592,0.098328417,1.573254671,0.098328417,0,0.294985251,0.294985251,0.098328417,0.393313668,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,60.17699115,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small, ,
1,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,
1,E,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
1,F,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
1,H,Y,N,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
1,I,Y,N,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,J,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,
2,H,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
2,F,Y,N,,1,,,1,,1,,,,,,,,,,,,,,,,,,,1,,
2,E,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
3,B,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
3,C,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
3,D,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
3,G,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
3,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
4,F,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
4,E,Y,N,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
4,D,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
4,B,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
4,A,Y,N,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
5,B,Y,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
5,D,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
5,F,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
5,G,Y,N,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,
5,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,I,Y,Y,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,J,Y,Y,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,
6,F,Y,N,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,
6,E,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,1,,
6,C,Y,N,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
6,B,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
7,A,Y,N,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,
7,B,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,
7,G,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
7,H,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,Y,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
8,I,Y,N,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
8,H,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
8,F,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
8,E,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
8,D,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
8,C,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,Y,Y,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
8,A,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,
9,B,Y,N,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,
9,C,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
9,E,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,
9,G,Y,N,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
9,H,Y,N,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
9,I,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
9,J,Y,N,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
10,J,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
10,G,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,1,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,
10,E,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
10,D,Y,Y,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,
10,C,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
10,B,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,50,42,28,14,36,8,18,4,0,12,8,6,3,0,0,0,0,0,0,0,0,0,0,0,3,29,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
