7,D,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,5,
7,E,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,
7,F,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,2,5,
7,G,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
7,H,,,,,8,,,,,,,,,,,,,,2,,,,,,,,,,2,
7,I,,,,,9,,,,,,,,4,,,,,,,,,,,,,,,,,
7,J,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,4,
8,J,,,1,1,,,,,2,,,,2,,,,,,,,,,,,,,,,4,
8,I,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
8,H,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,6,
8,G,,,,,7,,,1,,,,,,,,,,,1,,,,,,,,,,3,
8,F,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
8,E,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
8,D,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,2,
8,C,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,
8,B,,,3,3,,,,,,,,,,,,,,,,,,,,,,1,,,3,
8,A,,,,8,,1,,,,,,2,,,,,,,,,,,,,,,,,1,
9,A,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
9,B,,,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,
9,C,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,6,
9,D,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,2,
9,E,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,F,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,
9,G,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,
9,H,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
9,I,,,,,5,,,,,,,,,1,,,,,,,,,,,,,,1,4,
9,J,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,6,
10,J,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,2,
10,I,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,H,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,2,
10,G,,,,1,3,,,,,,,1,,,,,,,,,,,,,,,,,6,
10,F,,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,,3,
10,E,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,6,
10,D,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
10,C,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
10,B,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,3,
10,A,,,3,6,,,,,,0,0,,,,0,0,0,0,,0,0,0,0,0,0,,0,,1,
,,,,107,152,282,32,41,2,26,0,0,3,10,1,0,0,0,0,7,0,0,0,0,0,0,3,0,8,361,
Mean,,,,10.7,15.2,28.2,3.2,4.1,0.2,2.6,0,0,0.3,1,0.1,0,0,0,0,0.7,0,0,0,0,0,0,0.3,0,0.8,36.1,103.5
Rel. Cov.,,,,10.33816425,14.68599034,27.24637681,3.09178744,3.961352657,0.193236715,2.512077295,0,0,0.289855072,0.966183575,0.096618357,0,0,0,0,0.676328502,0,0,0,0,0,0,0.289855072,0,0.77294686,34.87922705,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
1,B,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
1,H,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,
1,I,Y,N,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
1,J,Y,N,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,
2,J,Y,N,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,
2,I,Y,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
2,H,Y,Y,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
2,G,Y,Y,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
2,F,Y,N,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,
2,D,Y,N,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,
2,C,Y,N,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,B,Y,N,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,
3,C,Y,N,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
3,H,Y,Y,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
3,I,Y,N,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
4,J,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
4,F,Y,N,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,
4,E,Y,N,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,
4,D,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,
4,C,Y,N,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,
4,B,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,Y,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
5,D,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,
5,F,Y,N,1,,,1,1,,1,,,,,,,,,,1,,,,,,,,,1,,
5,G,Y,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,I,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
6,H,Y,N,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
6,G,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
6,F,Y,N,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
6,A,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,
7,D,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,1,,
7,G,Y,Y,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
7,H,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
7,I,Y,N,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,
7,J,Y,N,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,
8,I,Y,N,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,
8,H,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
8,G,Y,Y,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
8,F,Y,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
8,E,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
8,C,Y,N,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
8,A,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
9,G,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
9,H,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,
9,J,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,
10,G,Y,N,,1,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,
10,F,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
10,C,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
10,A,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,49,51,71,41,40,26,22,1,0,4,16,1,5,0,0,0,12,0,0,0,0,0,0,3,1,19,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
