9,I,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
9,J,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
10,J,,,,,9,,,,,,,,,2,,,,,,,,,,,,,,,,
10,I,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
10,H,,,,8,1,,,,2,,,,,,,,,,,,,,,,,,,,1,
10,G,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,
10,F,,,,,,4,2,,,,,3,,,,,,,,,,,,,,,,,2,
10,E,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,1,
10,D,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
10,C,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,5,
10,B,,,5,,6,,,,,,,,,5,,,,,,,,,,,,,,,,
10,A,,,,1,,2,2,,,,0,,,,,0,0,0,0,0,0,,0,0,0,0,0,,5,
,,,,179,119,217,53,89,3,9,3,0,5,2,7,4,0,0,0,0,0,0,1,0,0,0,0,0,3,342,
Mean,,,,17.9,11.9,21.7,5.3,8.9,0.3,0.9,0.3,0,0.5,0.2,0.7,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,34.2,103.6
Rel. Cov.,,,,17.27799228,11.48648649,20.94594595,5.115830116,8.590733591,0.28957529,0.868725869,0.28957529,0,0.482625483,0.193050193,0.675675676,0.386100386,0,0,0,0,0,0,0.096525097,0,0,0,0,0,0.28957529,33.01158301,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,N,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
1,G,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,H,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
1,I,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
2,J,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,I,Y,Y,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,G,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,1,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,
2,E,Y,N,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,N,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,
3,E,Y,N,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,H,Y,N,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
4,J,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,I,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
4,F,Y,N,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
4,D,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,A,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,D,Y,N,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
5,E,Y,N,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,
5,F,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,Y,Y,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,
5,H,Y,N,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
5,I,Y,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,
5,J,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
6,A,Y,N,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,
6,C,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
6,F,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
6,G,Y,N,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,
6,H,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
7,H,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
7,F,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
7,E,Y,N,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,
7,B,Y,Y,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
8,A,Y,N,,1,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,
8,B,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
8,F,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
8,G,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,H,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,
8,I,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
9,J,Y,N,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
9,G,Y,N,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,
9,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,
9,D,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
9,A,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,Y,Y,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
10,B,Y,Y,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,
10,C,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
10,F,Y,N,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
10,J,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,65,41,53,44,59,13,12,6,0,6,10,4,6,0,0,0,7,0,0,1,0,0,0,2,0,10,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
