9,I,Y,N,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,J,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,
10,H,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,
10,E,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
10,C,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,A,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
,,% freq.,,40,76,68,50,29,23,18,2,0,4,1,0,10,0,0,0,6,0,0,2,0,1,0,3,0,17,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
